OBJECTID,NUMERO_MUE,TIPO_MUEST,SYMBOL,Ag_ppm,Al_porcien,As_ppm,Au_ppb,Ba_ppm,Be_ppm,Bi_ppm,Br_ppm,Ca_porcien,Cd_ppm,Ce_ppm,Co_ppm,Cr_ppm,Cs_ppm,Cu_ppm,Eu_ppm,Fe_porcien,Ga_ppm,Ge_ppm,Hf_ppm,Hg_ppm,In_ppm,Ir_ppb,K_porcient,La_ppm,Li_ppm,Lu_ppm,Mg_porcien,Mn_ppm,Mo_ppm,Nb_ppm,Nd_ppm,Ni_ppm,P_ppm,Pb_ppm,Rb_ppm,S_porcient,Sb_ppm,Sc_ppm,Se_ppm,Sm_ppm,Sn_ppm,Ta_ppm,Tb_ppm,Te_ppm,Th_ppm,Ti_porcien,TI_ppm,U_ppm,V_ppm,W_ppm,Y_ppm,Yb_ppm,Zn_ppm,Zr_ppm,FRACCION,Na_porcien,REFERENCIA,METODO,Sr_ppm,latDD,lonDD,rng unidad,rng unid_1
"580",SCB89,"85001",,-0.20000,8.48000,4.20000,2.00000,368.00000,-1.00000,-5.00000,2.80000,2.84000,0.70000,57.00000,22.00000,61.00000,2.00000,25.30000,1.10000,5.91000,0.00000,0.00000,7.00000,2.00000,0.00000,8.00000,0.98000,29.60000,0.00000,0.58000,1.61000,1020.00000,5.00000,0.00000,54.00000,25.00000,400.00000,15.00000,56.00000,0.00000,0.20000,21.10000,4.00000,6.10000,-10.00000,0.80000,-0.50000,0.00000,8.90000,0.79000,0.00000,1.70000,185.00000,7.00000,19.50000,1.70000,96.10000,0.00000,"85053",1.459,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",230.00000,-41.963612794999960,-70.983609629999933,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"581",SCB90,"85001",,-0.20000,7.93000,6.70000,2.00000,410.00000,-1.00000,-5.00000,4.50000,2.72000,-0.50000,37.00000,21.00000,53.00000,2.00000,25.10000,0.80000,5.80000,0.00000,0.00000,6.00000,2.00000,0.00000,9.00000,0.99000,20.90000,0.00000,0.44000,1.59000,1130.00000,5.00000,0.00000,27.00000,18.00000,550.00000,15.00000,38.00000,0.00000,-0.10000,20.20000,-3.00000,4.90000,-10.00000,-0.50000,-0.50000,0.00000,6.80000,0.93000,0.00000,1.30000,217.00000,6.00000,19.70000,1.80000,93.00000,0.00000,"85053",1.368,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",237.00000,-41.966488051999931,-70.980946295999956,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"582",SCB92,"85001",,-0.20000,8.53000,4.20000,4.00000,360.00000,-1.00000,54.00000,3.50000,2.78000,1.10000,45.00000,22.00000,68.00000,-1.00000,29.50000,1.20000,5.83000,0.00000,0.00000,6.00000,2.00000,0.00000,8.00000,0.73000,22.40000,0.00000,0.56000,1.25000,1010.00000,5.00000,0.00000,37.00000,30.00000,500.00000,14.00000,44.00000,0.00000,0.50000,19.80000,-3.00000,4.00000,-10.00000,-0.50000,-0.50000,0.00000,6.10000,0.99000,0.00000,-0.50000,169.00000,3.00000,21.80000,2.20000,88.10000,0.00000,"85053",1.474,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",230.00000,-41.990923969999983,-70.990415689999963,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"583",SCB101,"85001",,-0.20000,7.38000,3.90000,8.00000,496.00000,-1.00000,19.00000,1.70000,2.49000,0.60000,48.00000,15.00000,45.00000,2.00000,13.90000,1.00000,5.37000,0.00000,0.00000,7.00000,-1.00000,0.00000,-5.00000,1.29000,21.20000,0.00000,0.61000,1.22000,1040.00000,4.00000,0.00000,9.00000,12.00000,450.00000,13.00000,59.00000,0.00000,0.70000,18.90000,7.00000,4.20000,-10.00000,0.60000,0.70000,0.00000,7.90000,0.73000,0.00000,2.20000,149.00000,2.00000,17.50000,-0.20000,73.10000,0.00000,"85053",2.135,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",275.00000,-41.937187115999961,-71.543021540999973,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"585",SCB103,"85001",,-0.20000,7.47000,9.40000,7.00000,425.00000,-1.00000,-5.00000,-0.50000,1.19000,0.60000,34.00000,7.00000,43.00000,5.00000,14.70000,0.70000,4.17000,0.00000,0.00000,5.00000,3.00000,0.00000,-5.00000,1.29000,14.50000,0.00000,0.55000,0.84000,233.00000,6.00000,0.00000,28.00000,11.00000,300.00000,14.00000,31.00000,0.00000,0.40000,18.50000,4.00000,3.40000,-10.00000,0.70000,1.90000,0.00000,5.40000,0.49000,0.00000,4.50000,83.00000,2.00000,15.60000,1.70000,71.10000,0.00000,"85053",1.339,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",130.00000,-41.856949536999934,-71.555900492999967,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"616",SCB141,"85001",,-0.20000,7.55000,8.10000,25.00000,247.00000,-1.00000,-5.00000,3.30000,1.82000,1.20000,60.00000,-1.00000,64.00000,4.00000,25.60000,1.10000,9.04000,0.00000,0.00000,-1.00000,3.00000,0.00000,15.00000,1.22000,22.80000,0.00000,0.39000,1.61000,1580.00000,7.00000,0.00000,31.00000,26.00000,600.00000,18.00000,59.00000,0.00000,-0.10000,26.00000,-3.00000,5.30000,-10.00000,0.80000,2.30000,0.00000,5.90000,0.96000,0.00000,2.00000,307.00000,5.00000,16.90000,-0.20000,126.00000,0.00000,"85053",1.942,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",183.00000,-41.724841394999942,-71.448580362999962,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"640",SCB170,"85001",,-0.20000,7.52000,3.30000,12.00000,215.00000,-1.00000,-5.00000,0.60000,3.30000,0.70000,40.00000,27.00000,40.00000,4.00000,15.10000,1.60000,6.75000,0.00000,0.00000,-1.00000,-1.00000,0.00000,10.00000,1.06000,13.80000,0.00000,0.33000,1.79000,1030.00000,4.00000,0.00000,29.00000,13.00000,350.00000,13.00000,50.00000,0.00000,0.30000,20.10000,4.00000,3.00000,-10.00000,0.90000,-0.50000,0.00000,4.80000,0.81000,0.00000,4.60000,173.00000,3.00000,16.70000,1.80000,100.00000,0.00000,"85053",1.649,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",256.00000,-41.881193000999986,-70.971532963999948,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"643",SCB174,"85001",,-0.20000,8.02000,4.30000,-2.00000,244.00000,-1.00000,10.00000,2.40000,3.40000,1.30000,33.00000,-1.00000,27.00000,3.00000,20.50000,1.50000,3.88000,0.00000,0.00000,-1.00000,4.00000,0.00000,-5.00000,1.26000,5.61000,0.00000,0.29000,1.05000,739.00000,4.00000,0.00000,18.00000,10.00000,450.00000,14.00000,61.00000,0.00000,-0.10000,14.00000,-3.00000,2.50000,-10.00000,-0.50000,-0.50000,0.00000,3.90000,0.54000,0.00000,2.80000,108.00000,3.00000,18.50000,1.30000,64.70000,0.00000,"85053",1.767,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",303.00000,-41.986197612999945,-70.943406785999969,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"644",SCB175,"85001",,0.40000,8.26000,3.60000,22.00000,218.00000,-1.00000,-5.00000,0.70000,3.08000,-0.50000,21.00000,7.00000,18.00000,1.00000,10.10000,0.60000,2.59000,0.00000,0.00000,3.00000,2.00000,0.00000,-5.00000,1.34000,11.30000,0.00000,0.15000,0.76000,704.00000,4.00000,0.00000,-5.00000,8.00000,350.00000,7.00000,76.00000,0.00000,0.30000,9.00000,-3.00000,4.40000,-10.00000,-0.50000,0.60000,0.00000,3.20000,0.55000,0.00000,1.10000,84.00000,3.00000,15.70000,0.80000,51.80000,0.00000,"85053",1.807,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",337.00000,-41.980856674999984,-70.914212120999935,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"663",SCB201,"85001",,-0.20000,7.91000,3.00000,16.00000,132.00000,-1.00000,9.00000,4.30000,3.44000,0.90000,18.00000,18.00000,66.00000,3.00000,27.90000,0.50000,6.39000,0.00000,0.00000,9.00000,-1.00000,0.00000,-5.00000,0.88000,25.70000,0.00000,0.15000,1.86000,990.00000,4.00000,0.00000,33.00000,18.00000,650.00000,9.00000,23.00000,0.00000,0.10000,19.00000,-3.00000,10.10000,-10.00000,0.60000,-0.50000,0.00000,7.60000,0.95000,0.00000,3.20000,253.00000,4.00000,19.20000,1.40000,100.00000,0.00000,"85053",1.706,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",265.00000,-41.963207222999984,-70.977476420999949,"11",Depósitos de Cuenca de Retroarco (JT cra A)
"1",9PPC,"85001",,-0.20000,8.76000,7.50000,5.00000,299.00000,-1.00000,-5.00000,9.90000,2.82000,1.80000,29.00000,15.00000,41.00000,3.00000,39.00000,0.70000,3.96000,0.00000,0.00000,3.00000,2.00000,0.00000,-5.00000,0.77000,22.20000,0.00000,0.50000,1.06000,1350.00000,4.00000,0.00000,8.00000,17.00000,1200.00000,9.00000,31.00000,0.00000,0.30000,19.40000,-3.00000,5.90000,-10.00000,-0.50000,0.60000,0.00000,4.20000,0.63000,0.00000,2.10000,137.00000,6.00000,29.70000,3.00000,77.20000,0.00000,"85053",1.887,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",258.00000,-41.271557607999966,-70.792150532999983,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"3",42PPC,"85001",,-0.20000,9.66000,4.40000,9.00000,219.00000,-1.00000,-5.00000,2.40000,3.89000,1.20000,29.00000,26.00000,67.00000,3.00000,37.30000,0.50000,5.59000,0.00000,0.00000,2.00000,-1.00000,0.00000,13.00000,0.66000,-0.05000,0.00000,0.37000,2.21000,1120.00000,5.00000,0.00000,13.00000,34.00000,800.00000,6.00000,29.00000,0.00000,0.40000,23.50000,-3.00000,3.90000,-10.00000,-0.50000,-0.50000,0.00000,2.70000,0.83000,0.00000,-0.50000,219.00000,5.00000,21.50000,2.20000,89.90000,0.00000,"85053",1.910,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",284.00000,-41.296349769999949,-70.873447406999958,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"5",60PPC,"85001",,-0.20000,9.18000,5.40000,17.00000,543.00000,-1.00000,-5.00000,9.40000,3.24000,0.80000,42.00000,14.00000,45.00000,3.00000,36.00000,0.80000,4.16000,0.00000,0.00000,4.00000,3.00000,0.00000,12.00000,1.03000,20.40000,0.00000,0.47000,1.19000,986.00000,3.00000,0.00000,25.00000,12.00000,800.00000,9.00000,50.00000,0.00000,0.40000,20.30000,-3.00000,4.90000,-10.00000,-0.50000,0.60000,0.00000,4.90000,0.62000,0.00000,4.70000,144.00000,7.00000,23.80000,2.90000,74.70000,0.00000,"85053",1.825,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",303.00000,-41.315991546999953,-70.785395369999947,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"11",105PPC,"85001",,-0.20000,9.00000,3.40000,5.00000,362.00000,1.00000,-5.00000,-0.50000,2.99000,1.60000,45.00000,18.00000,35.00000,3.00000,15.20000,0.70000,4.25000,0.00000,0.00000,3.00000,-1.00000,0.00000,10.00000,1.45000,21.70000,0.00000,0.50000,1.79000,946.00000,5.00000,0.00000,25.00000,17.00000,500.00000,9.00000,69.00000,0.00000,-0.10000,17.80000,-3.00000,4.40000,-10.00000,1.10000,-0.50000,0.00000,4.90000,0.65000,0.00000,1.50000,153.00000,8.00000,17.80000,2.80000,86.20000,0.00000,"85053",2.086,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",267.00000,-41.242423422999934,-70.909599283999967,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"12",111PPC,"85001",,-0.20000,9.07000,6.00000,20.00000,504.00000,-1.00000,22.00000,3.90000,3.11000,1.70000,58.00000,-1.00000,42.00000,2.00000,25.30000,0.60000,4.43000,0.00000,0.00000,3.00000,4.00000,0.00000,20.00000,0.97000,19.70000,0.00000,0.27000,1.38000,1020.00000,4.00000,0.00000,-5.00000,19.00000,650.00000,7.00000,-5.00000,0.00000,0.40000,19.40000,-3.00000,4.60000,-10.00000,1.40000,-0.50000,0.00000,3.90000,0.66000,0.00000,2.00000,149.00000,6.00000,20.50000,2.40000,70.80000,0.00000,"85053",1.950,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",278.00000,-41.226732120999941,-70.913652423999963,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"14",130PPC,"85001",,-0.20000,9.54000,3.40000,5.00000,-50.00000,-1.00000,27.00000,2.40000,4.16000,1.50000,32.00000,26.00000,81.00000,3.00000,37.80000,0.70000,5.65000,0.00000,0.00000,2.00000,-1.00000,0.00000,9.00000,0.68000,13.10000,0.00000,0.41000,2.29000,1170.00000,5.00000,0.00000,17.00000,44.00000,850.00000,5.00000,35.00000,0.00000,-0.10000,23.20000,-3.00000,4.00000,-10.00000,-0.50000,0.60000,0.00000,2.10000,0.85000,0.00000,0.70000,198.00000,7.00000,21.80000,2.10000,86.50000,0.00000,"85053",2.169,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",312.00000,-41.239310999999930,-70.835422864999941,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"15",137PPC,"85001",,-0.20000,10.10000,5.70000,6.00000,468.00000,-1.00000,-5.00000,2.90000,4.01000,1.30000,29.00000,23.00000,68.00000,2.00000,35.50000,0.80000,4.80000,0.00000,0.00000,3.00000,4.00000,0.00000,21.00000,0.79000,16.80000,0.00000,-0.05000,1.67000,1030.00000,4.00000,0.00000,26.00000,32.00000,850.00000,8.00000,52.00000,0.00000,0.20000,20.60000,-3.00000,2.80000,-10.00000,-0.50000,0.60000,0.00000,4.00000,0.76000,0.00000,1.10000,168.00000,8.00000,22.20000,2.60000,79.70000,0.00000,"85053",2.157,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",325.00000,-41.222916842999950,-70.834700161999933,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"58",2145PPC,"85001",,-0.20000,8.64000,6.70000,-2.00000,554.00000,-1.00000,17.00000,6.60000,3.35000,1.40000,45.00000,18.00000,40.00000,3.00000,31.90000,0.50000,4.63000,0.00000,0.00000,3.00000,-1.00000,0.00000,6.00000,1.14000,-0.05000,0.00000,0.46000,1.38000,942.00000,4.00000,0.00000,11.00000,13.00000,850.00000,11.00000,69.00000,0.00000,0.30000,20.00000,-3.00000,4.80000,-10.00000,0.80000,0.90000,0.00000,3.60000,0.63000,0.00000,3.70000,152.00000,1.00000,24.80000,3.10000,84.60000,0.00000,"85053",2.043,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",279.00000,-41.035017162999956,-70.812942087999943,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"59",2147PPC,"85001",,-0.20000,9.20000,4.70000,2.00000,365.00000,1.00000,-5.00000,5.70000,3.57000,1.70000,35.00000,17.00000,36.00000,3.00000,33.30000,0.70000,4.26000,0.00000,0.00000,3.00000,1.00000,0.00000,-5.00000,1.19000,20.50000,0.00000,0.43000,1.49000,1170.00000,4.00000,0.00000,12.00000,13.00000,800.00000,10.00000,59.00000,0.00000,0.40000,19.40000,-3.00000,4.80000,-10.00000,-0.50000,0.70000,0.00000,4.60000,0.61000,0.00000,-0.50000,148.00000,5.00000,27.40000,2.50000,82.60000,0.00000,"85053",2.190,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",297.00000,-41.040919129999963,-70.815987444999962,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"60",2148PPC,"85001",,-0.20000,8.62000,5.70000,38.00000,2040.00000,1.00000,-5.00000,3.90000,3.23000,0.60000,55.00000,16.00000,33.00000,7.00000,35.10000,1.90000,5.88000,0.00000,0.00000,7.00000,2.00000,0.00000,18.00000,1.49000,27.50000,0.00000,5.54000,1.32000,1090.00000,-1.00000,0.00000,120.00000,10.00000,1000.00000,4.00000,73.00000,0.00000,1.20000,22.80000,-3.00000,6.30000,-10.00000,2.30000,1.90000,0.00000,8.80000,0.68000,0.00000,3.00000,124.00000,9.00000,29.30000,3.10000,85.40000,0.00000,"85053",2.164,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",306.00000,-41.042558419999978,-70.808180439999944,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"61",2152PPC,"85001",,-0.20000,8.60000,5.80000,27.00000,269.00000,1.00000,6.00000,-0.50000,3.33000,-0.50000,40.00000,15.00000,35.00000,3.00000,34.30000,1.50000,4.49000,0.00000,0.00000,5.00000,5.00000,0.00000,13.00000,1.41000,21.80000,0.00000,0.31000,1.39000,859.00000,-1.00000,0.00000,59.00000,14.00000,650.00000,4.00000,107.00000,0.00000,0.60000,18.30000,6.00000,4.70000,-10.00000,1.30000,1.00000,0.00000,5.30000,0.61000,0.00000,3.70000,134.00000,6.00000,26.50000,2.50000,84.80000,0.00000,"85053",2.078,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",270.00000,-41.073691849999925,-70.837018247999936,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"62",2153PPC,"85001",,-0.20000,9.23000,6.20000,10.00000,459.00000,-1.00000,10.00000,3.20000,3.55000,1.30000,31.00000,15.00000,31.00000,3.00000,29.20000,0.60000,4.11000,0.00000,0.00000,3.00000,4.00000,0.00000,9.00000,1.30000,19.40000,0.00000,-0.05000,1.43000,792.00000,5.00000,0.00000,-5.00000,12.00000,550.00000,9.00000,56.00000,0.00000,0.30000,18.20000,-3.00000,4.60000,-10.00000,-0.50000,-0.50000,0.00000,5.70000,0.64000,0.00000,-0.50000,140.00000,5.00000,23.20000,2.60000,76.00000,0.00000,"85053",2.279,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",290.00000,-41.071341553999957,-70.830765844999974,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"63",2155PPC,"85001",,-0.20000,8.82000,5.40000,-2.00000,460.00000,-1.00000,33.00000,2.40000,3.63000,-0.50000,28.00000,16.00000,35.00000,3.00000,32.10000,1.30000,4.75000,0.00000,0.00000,5.00000,6.00000,0.00000,10.00000,1.37000,19.20000,0.00000,0.95000,1.56000,980.00000,-1.00000,0.00000,46.00000,16.00000,500.00000,2.00000,60.00000,0.00000,0.60000,18.10000,3.00000,3.80000,-10.00000,1.20000,1.10000,0.00000,5.70000,0.65000,0.00000,5.10000,152.00000,4.00000,23.30000,2.00000,82.30000,0.00000,"85053",2.120,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",292.00000,-41.066490856999962,-70.822167182999976,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"64",2156PPC,"85001",,-0.20000,8.74000,4.40000,4.00000,448.00000,-1.00000,22.00000,6.30000,3.19000,1.40000,53.00000,15.00000,52.00000,3.00000,33.40000,0.60000,4.18000,0.00000,0.00000,4.00000,-1.00000,0.00000,-5.00000,1.02000,-0.05000,0.00000,0.38000,1.28000,749.00000,4.00000,0.00000,25.00000,13.00000,700.00000,10.00000,50.00000,0.00000,0.20000,20.70000,-3.00000,5.00000,-10.00000,0.70000,0.70000,0.00000,4.10000,0.74000,0.00000,3.00000,162.00000,7.00000,27.40000,2.70000,86.20000,0.00000,"85053",1.157,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",275.00000,-41.031555643999972,-70.874465886999985,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"65",2159PPC,"85001",,-0.20000,9.13000,4.80000,4.00000,587.00000,1.00000,-5.00000,2.40000,3.43000,1.40000,55.00000,16.00000,32.00000,3.00000,30.10000,1.00000,4.03000,0.00000,0.00000,3.00000,4.00000,0.00000,-5.00000,1.39000,28.30000,0.00000,0.48000,1.43000,998.00000,6.00000,0.00000,23.00000,11.00000,950.00000,11.00000,39.00000,0.00000,0.30000,18.70000,-3.00000,5.80000,-10.00000,-0.50000,-0.50000,0.00000,4.40000,0.67000,0.00000,0.80000,132.00000,4.00000,26.70000,2.80000,79.30000,0.00000,"85053",2.173,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",310.00000,-41.043796313999962,-70.904797680999934,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"66",2164PPC,"85001",,-0.20000,8.38000,7.80000,33.00000,613.00000,1.00000,18.00000,5.50000,3.08000,0.70000,50.00000,15.00000,30.00000,5.00000,41.20000,1.40000,4.80000,0.00000,0.00000,4.00000,3.00000,0.00000,7.00000,1.29000,25.20000,0.00000,0.89000,1.26000,1130.00000,-1.00000,0.00000,40.00000,12.00000,1100.00000,4.00000,124.00000,0.00000,1.10000,19.80000,3.00000,5.50000,-10.00000,1.20000,1.90000,0.00000,5.10000,0.64000,0.00000,4.10000,135.00000,4.00000,30.00000,2.60000,88.20000,0.00000,"85053",2.100,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",274.00000,-41.021355860999961,-70.933357489999935,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"67",2165PPC,"85001",,-0.20000,8.81000,4.70000,8.00000,556.00000,-1.00000,-5.00000,3.40000,3.37000,1.10000,39.00000,-1.00000,39.00000,3.00000,32.30000,1.00000,4.38000,0.00000,0.00000,3.00000,3.00000,0.00000,18.00000,1.18000,21.80000,0.00000,-0.05000,1.52000,936.00000,4.00000,0.00000,27.00000,14.00000,900.00000,10.00000,49.00000,0.00000,0.40000,20.00000,-3.00000,5.10000,-10.00000,1.60000,-0.50000,0.00000,3.00000,0.69000,0.00000,-0.50000,155.00000,9.00000,24.60000,2.90000,86.90000,0.00000,"85053",2.180,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",286.00000,-41.019085899999936,-70.920685594999952,"13",Arco Magmático Paleógeno- Neógeno (T AV)
"68",2169PPC,"85001",,-0.20000,8.37000,6.60000,17.00000,571.00000,-1.00000,-5.00000,9.70000,3.17000,0.70000,39.00000,22.00000,-5.00000,5.00000,38.40000,0.90000,5.42000,0.00000,0.00000,3.00000,6.00000,0.00000,31.00000,0.98000,22.70000,0.00000,0.48000,1.35000,1760.00000,5.00000,0.00000,39.00000,14.00000,1000.00000,11.00000,59.00000,0.00000,0.20000,21.80000,-3.00000,4.10000,-10.00000,1.60000,-0.50000,0.00000,3.50000,0.73000,0.00000,1.00000,209.00000,3.00000,27.00000,2.90000,86.50000,0.00000,"85053",1.905,"Contribución Técnica N° 14. Datos geoquímicos multielemento y ubicación de sitios de muestreo de sedimentos de corriente, Plan Patagonia Comahue Geológico Minero y CGRA, Hoja 4172-IV San C. de Bariloche, Provincias de Río Negro y del Neuquén, R.","85104",279.00000,-41.009985049999955,-70.871112585999981,"13",Arco Magmático Paleógeno- Neógeno (T AV)
